topic,topic1,contents,label
Company,Browns Lake (Idaho), Browns Lake is a small alpine lake in Elmore County Idaho United States located in the Sawtooth Mountains in the Sawtooth National Recreation Area. Sawtooth National Forest trail 480 travels along the Little Queens River from the intersection of trails 454 and 459 directly to Browns Lake.Browns Lake is in the Sawtooth Wilderness and a wilderness permit can be obtained at a registration box at trailheads or wilderness boundaries.,0
Company,Wanne (Möhne), Wanne (Möhne) is a river of North Rhine-Westphalia Germany.,0
Company,Lower Peirce Reservoir, The Lower Peirce Reservoir (Chinese: 贝雅士蓄水池下段) is one of the oldest reservoirs in Singapore. It is located near the MacRitchie Reservoir and the Upper Peirce Reservoir. It was originally created as the Peirce Reservoir but was designated as lower upon the creation of the Upper Peirce Reservoir. It is 6 hectares in size and contains many trees that are over 100 years old. There is a Lower Peirce Trail which is a 900-metre boardwalk that takes visitors through a mature secondary forest.,0
Company,Clark Range (California), The Clark Range is a subrange of California's Sierra Nevada in Yosemite National Park.,0
Company,Lake Redstone, Lake Redstone is in La Valle in northern Sauk County of Wisconsin United States.Lake Redstone is a reservoir. Construction of the lake was started in 1964. The lake's surface area is approximately 650 acres (2.6 km2) with over 17 miles (27 km) of shoreline and 4½ miles long. Lake Redstone has no mandatory owners association but owners are encouraged to join the Lake Redstone Property Owners Association.,0
Company,Munglinup River, The Munglinup River is an ephemeral river in the Goldfields-Esperance region of Western Australia.The headwaters of the river rise near Cheadanup Nature Reserve. It flows in a southerly direction through cleared farmland then crossing the South Coast Highway near the town of Munglinup before discharging into the Oldfield River of which it is a tributary approximately 8 kilometres (5 mi) from the coast.,0
Company,Edison (crater), Edison is a lunar crater on the far side of the Moon. It is located just behind the north-northeastern limb of the Moon a region that is sometimes brought into sight from Earth during favorable librations. However even at such times not much detail can be discerned and the crater is better observed by orbiting spacecraft.The Edison crater is attached to the southeastern outer rim of the crater Lomonosov to the east of the walled plain Joliot.,0
Company,Capay Hills, The Capay Hills are a mountain range in Yolo County California.The Capay Valley and Capay Valley AVA is west of the hills.,0
Company,Red Island Volcano, Red Island (or Red Hill) is a lava dome volcano in the Salton Trough and part of the Salton Buttes the only active volcanoes in Southern California. It is located in Imperial County California. It contains two lava domes Prospect Dome and Alamo Dome. The domes have been dormant for 2000 to 8000 years. The saddle between the domes about 50 feet below the summit of each dome is a parking lot for county park visitors.,0
Company,Soltindan, Soltindan is the highest mountain on the island of Ringvassøya in the municipality of Karlsøy in Troms county Norway. It is located just north of the municipal border with Tromsø about 14 km (8.7 mi) southwest of the municipal center of Hansnes. Just to the north of the peak is the small glacial lake Brevatnet.,0
Company,Arno, The Arno is a river in the Tuscany region of Italy. It is the most important river of central Italy after the Tiber.,0
Company,Little Totara River, The Little Totara River is a river of the northwest of New Zealand's South Island. It rises on the northern slopes of Mount Euclid in the Paparoa Range flowing northwest to its confluence with the Totara River at the latter's mouth on the Tasman Sea seven kilometres north of Charleston.,0
Company,Gun Lake (Michigan), Gun Lake is a lake in the U.S. state of Michigan located mostly in Barry County with the southwestern tip extending into Allegan County. Along most of the lake are numerous summer homes cottages and permanent residences. The Yankee Springs Recreation Area is based on northeastern portions of the lake. Gun Lake is the location of a State Park with a boat launch two beaches a campground and picnic areas.,0
Company,Tejon Creek, Tejon Creek originally in Spanish Arroyo de Tejon is a stream in Kern County California. Its headwaters are located on the western slopes of the Tehachapi Mountains and it flows northwest into the southern San Joaquin Valley.,0
Company,Hemphill River, The Hemphill River is a river of the northwestern South Island of New Zealand. It flows through rugged country to the south of Kahurangi National Park forming two small lakes (Lake Phyllis and Lake Marina) on its route south to join with the Mokihinui River.,0
Company,Turț River, The Turț River (Hungarian: Turc) is a tributary of the Tur River in Romania.,0
Company,Lake Buhi, Lake Buhi is a lake found in Buhi Camarines Sur Philippines.It has an area of 18 square kilometres and has an average depth of 8 meters. The lake lies in the valley formed by two ancient volcanoes Mt. Asog and Mt. Malinao. It was created in 1641 when an earthquake caused a side of Mt. Asog to collapse. The resulting landslide created a natural dam that blocked the flow of nearby streams. Another theory suggests that it was created by the eruption of Mt.,0
Company,Brandlammhorn, The Brandlammhorn (3108 m) is a mountain of the Bernese Alps overlooking the Unteraar Glacier and Lake Grimsel in the canton of Bern. It lies on the range east of the Bächlistock which separates the Bächlital from the Unteraar valley.,0
Company,Valea Frapținilor River, The Valea Frapținilor River is a headwater of the Valea Mare River in Romania.,0
Company,Crooked River (Victoria), The Crooked River is a perennial river of the Mitchell River catchment located in the Alpine region of the Australian state of Victoria.,0
Company,Vunda River, Vunda River is a river of Viti Levu Fiji.,0
Company,Gurinhenzinho River, The Gurinhenzinho River is a river of Paraíba state in northeastern Brazil.,0
Company,Palala River, The Palala or Lephalala River also called the Rhooebok-river by Thomas Baines is a river in South Africa. This river's catchment basin is a sub-watershed of the Limpopo River.It is a significant watercourse in the Waterberg area of Limpopo Province. The river drains much of the Lapalala Wilderness area and considerable additional lands that are important habitat for native wildlife in a zone with considerable ongoing bushveld restoration.,0
Company,Fântâna Tulbure River, The Fântâna Tulbure River is a tributary of the Muereasca River in Romania.,0
Company,Sulefjellet, Sulefjellet is a mountain of Oppland in southern Norway.,0
Company,Lago di Lentini, Lago di Lentini is a lake in the Province of Siracusa Sicily Italy. It is named after Lanfranco Lentini a distinguished knight who was head of the family. In 813 A.D. he bravely defended his home city which was thus named in his honor along with the lake.,0
Company,Scocul Albele River, The Scocul Albele River is a tributary of the Lăpuşnicul Mare River in Romania.,0
Company,Nyona Lake, Nyona Lake is a lake near the town of Macy Indiana in Fulton County.,0
Company,Mottone di Cava, The Mottone di Cava is a mountain of the Swiss Lepontine Alps located east of Biasca in the canton of Ticino. It is located east of Pizzo Magn and west of the Forcarella di Lago.,0
Company,Nangahrah Creek, Nangahrah Creek is a river of the state of New South Wales in Australia.,0
Company,Koohrang, Koohrang also known as Kouhrang and Kurang is the name of a river originating in the Zagros mountains of western Iran which joins the Dez River to form the Karun Iran's largest (by volume) river.,0
Company,Valea Lespezilor River, The Valea Lespezilor River is a tributary of the Valea Brusturetului River in Romania.,0
Company,Waldo Glacier, Waldo Glacier is in the U.S. state of Oregon. The glacier is situated in the Cascade Range on the south-southeast slopes of Mount Jefferson. Starting near an altitude of 9000 ft (2700 m) the glacier extends down to 7500 ft (2300 m). The glacier is named after John B. Waldo as is Waldo Lake.,0
Company,Abita River, The Abita River is a 9.3-mile-long (15.0 km) river in southeastern Louisiana in the United States. It is a tributary of the Bogue Falaya which flows to the Tchefuncte River and then onto Lake Pontchartrain.The Abita River rises in central St. Tammany Parish and flows generally west-southwest through central St.,0
Company,Masherbrum, Masherbrum (also known as K1) is located in the Ghanche District Gilgit Baltistan of Pakistan. At 7821 metres (25659 ft) it is the 22nd highest mountain in the world and the 9th highest in Pakistan. It was the first mapped peak in the Karakoram mountain range hence its name.The meaning of the name Masherbrum is not entirely clear. It may come from mashadar (muzzle-loading gun) plus brum (mountain) from the resemblance of the double summit to an old muzzle-loader.,0
Company,Schönebeck (Wupper), Schönebeck (Wupper) is a river of North Rhine-Westphalia Germany.,0
Company,Mount Shani, Mt. Shani (Georgian: შანი; Gora Shan in Russian) is a mountain in the Caucasus. It has an elevation of 4451 metres (14603 ft) and is on the international border between Georgia and Ingushetia Russia. The mountain rises immediately to the east of Stepantsminda Georgia.,0
Company,River Poulter, The River Poulter which rises near Scarcliffe in Derbyshire England is a tributary river of the River Idle in Nottinghamshire. It supplied power to mills along its route most of which are now gone although their mill ponds remain. Cuckney mill building is used as a primary school. The river has been dammed to create several lakes in the Dukeries estates of Welbeck Abbey and Clumber House now the National Trust property of Clumber Park.,0
Company,Mount Winchell, Mount Winchell a thirteener is among the thirty highest peaks of California. It is in the Palisades region of the Sierra Nevada on the Sierra Crest between Mount Agassiz and Thunderbolt Peak.,0
Company,Forbes' Quarry, Forbes' Quarry is located on the northern face of the Rock of Gibraltar within the Upper Rock Nature Reserve in the British Overseas Territory of Gibraltar. The area was quarried during the 19th century to supply stone for reinforcing the fortress' military installations. In the course of the quarrying a limestone cave was found. The second ever Neanderthal discovery was made within this cave when Cpt. Edmund Flint found the skull of an adult female Neanderthal in 1848.,0
Company,Șumuleu River (Bistrița), The Șumuleu River is a tributary of the Putna in Romania.,0
Company,Jerry River, The Jerry River is a river of the southwestern South Island of New Zealand. It flows northwest into the Gorge River which flows into the Tasman Sea between Jackson Bay and Big Bay.,0
Company,Rekvatnet, Rekvatnet (Lule Sami: Goajvojávrre) is a lake in the municipality of Hamarøy in Nordland county Norway. The lake lies about 15 kilometres (9.3 mi) southeast of the village of Tømmerneset. The lake Šluŋkkajávri lies just to the east of the lake. The water from Rekvatnet is piped downhill to a hydroelectric power station on the shores of the nearby lake Fjerdvatnet.,0
Company,Lochsa River, The Lochsa River is in the northwestern United States in the mountains of north central Idaho. It is one of two primary tributaries (with the Selway to the south) of the Middle Fork of the Clearwater River in the Clearwater National Forest. Lochsa is a Nez Perce word meaning rough water.The Lochsa (pronounced lock-saw) was included by the U.S. Congress in 1968 as part of the National Wild and Scenic Rivers Act.,0
Company,Schneckenstein (Fels), Schneckenstein is a mountain of Saxony southeastern Germany.,0
Company,Blies, The Blies is a right tributary of the Saar in southwestern Germany (Saarland) and northeastern France (Moselle). The Blies flows from three springs in the Hunsrück near Selbach Germany. It is approximately 100 km long ending in the French city of Sarreguemines. It flows through Sankt Wendel Neunkirchen and Blieskastel (one of several towns named after the river). Its lower course forms the border between France and Germany.,0
Company,Pflerscher Bach, The Pflerscher Bach is a stream in South Tyrol Italy.,0
Company,Berg River, The Berg River (also called Great Berg River or in Afrikaans: Bergrivier) is a river located just north of Cape Town in the Western Cape Province of South Africa. It is approximately 294 km (183 mi) long with a catchment area of 7715 km² (2979 mi²) and outlets into the Atlantic Ocean. About 65% of the Berg River area is under agriculture.,0
Company,Widow Valley Mountains, The Widow Valley Mountains are a mountain range in Lassen County California.,0
Company,Pringle Creek (Willamette River), Pringle Creek is a small tributary of the Willamette River that drains a 15-square-mile (39 km2) area of Marion County in the U.S. state of Oregon. The entire watershed lies within the urban growth boundary of the City of Salem. Pringle Creek's tributaries include Clark Creek West Fork Pringle Creek West Middle Fork and East Fork.,0
Company,Burnt Hills, The Burnt Hills are a mountain range in Santa Clara County California.,0
Company,Trakta, Trakta (English: The Funnel) or Litlkorsnestinden is a mountain on the island of Austvågøy in the Lofoten archipelago. It has a height of 980 m (3220 ft). The summit is among the most difficult to reach in Norway. Trakta was first ascended in 1910 by Alf Bonnevie Bryn Ferdinand Schjelderup and Carl Wilhelm Rubenson.,0
Company,Baviaanskloof River, The Baviaanskloof River is a river flowing through the Cape Fold Mountains of the Western Cape and eventually Eastern Cape provinces of South Africa. The river's origin is in the eastern extremity of the Little Karoo and follows a valley between these mountains eastwards. It ends at a confluence with the Kouga River some 80km from its source.It is flanked by the Baviaanskloof Mountains to the north and the Kouga Mountains to the south and it receives numerous small tributaries from both.,0
Company,Mălăiești River (Sălaș), The Mălăiești River is a tributary of the Sălaş in Romania.,0
Company,Megina River, The Megina River is a tributary of the Cerna River in Romania,0
Company,Zăpodia River (Secu), The Zăpodia River is a tributary of the Secu River in Romania.,0
Company,Ospis, Ospis is a mountain of Bavaria Germany.,0
Company,Waitangitaona River, The Waitangitaona River is a river of the West Coast Region of New Zealand's South Island. It flows initially north from its origins south of Whataroa before turning northwest to reach the Tasman Sea three kilometres north of the Okarito Lagoon. The shorter Waitangiroto River follows a roughly parallel course to the lower Waitangitaona one kilometre to the south. Both rivers are linked to the Whataroa River which reaches the Tasman two kilometres to the north of the Waitangitaona's mouth.,0
Company,Radan (mountain), Radan (Serbian Cyrillic: Радан) is a mountain in southern Serbia near the town of Kuršumlija. Its highest peak Šopot has an elevation of 1408 meters above sea level.Radan separates the valleys of the Toplica and Jablanica rivers.,0
Company,Pope Branch, Pope Branch is a tributary stream of the Anacostia River in Washington D.C. The headwaters of the stream originate near Fort Davis Drive and the branch flows roughly northwest for about 1 mile (1.6 km) to the Anacostia which drains to the Potomac River and the Chesapeake Bay. The watershed area of Pope Branch is about 0.4 square miles (1.0 km2).Pope Branch is in a highly urbanized area and the stream has suffered from urban runoff (stormwater) pollution and leaking sewer pipes.,0
Company,Pârâul Mare (Hodoș), The Pârâul Mare River is a tributary of the Hodoş River in Romania,0
Company,Motunau River, The Motunau River is a river of the north Canterbury Region of New Zealand's South Island. It flows south-east from coastal hills south-west of Cheviot reaching the Pacific Ocean at Motunau Beach at the northern tip of Pegasus Bay.,0
Company,Rockchuck Peak, Rockchuck Peak (11144 feet (3397 m)) is located in the Teton Range Grand Teton National Park in the U.S. state of Wyoming. The mountain is immediately west of String Lake and south of Paintbrush Canyon. The summit is .5 miles (0.80 km) north of Mount Saint John.,0
Company,Bear Pond Mountains, The Bear Pond Mountains are a sub-range in the Appalachian Mountains that straddle Pennsylvania and Maryland in the United States. These mountains are a part of the Ridge and Valley Appalachians and reach their highest point at Cross Mountain (Pennsylvania) 2062 feet (628 m). A unique geologic feature known as the Punchbowl occurs in this range.,0
Company,Bostonnais River, The river Bostonais or Bostonians is a river of Canada located in Quebec in the administrative region of Mauricie in La Tuque (urban agglomeration).,0
Company,Ben Avon, Ben Avon (Scottish Gaelic: Beinn Athfhinn) is a mountain in the Cairngorm mountains of Scotland. The highest point of the massif known as Leabaidh an Dàimh Bhuide (bed of the yellow stag) is classified as both a Munro and a Marilyn.Ben Avon is a very large and complex mountain sprawling over more than 30 km². The summit plateau is dominated by granite tors one of which forms the summit.,0
Company,Bassett Creek (Tombigbee River), Bassett Creek also known as Bassett's Creek East Bassetts Creek and Thichapataw is a tributary of the Tombigbee River that flows through central Clarke County in Alabama.,0
Company,Vesijärvi, Vesijärvi is a lake of 111 square kilometres (43 sq mi) near Lahti in southern Finland. It suffered severe effects of eutrophication in the 1960s and a restoration programme began in the 1970s. The Enonselkä Basin is a part of Vesijärvi.The name of the lake means The Water Lake.,0
Company,Deep Creek (Great Salt Lake), Deep Creek is a 73-mile (120 km) long tributary of the Great Salt Lake. Beginning at an elevation of 5339 feet (1627 m) north of Holbrook in northern Oneida County Idaho it flows south into Box Elder County Utah passing through Holbrook Stone Idaho Snowville Utah and the Curlew Valley. It then flows to its mouth southeast of Kelton Utah at an elevation of 4206 feet (1282 m).,0
Company,Río La Venta, The Río La Venta is a river of Puerto Rico.,0
Company,Lake Monginup, Lake Monginup also known as Lake Mongingup and Lake Mortijinup is a lake in the Goldfields-Esperance region of Western Australia.,0
Company,Prislop Pass, Prislop Pass (Romanian: Pasul Prislop) is a mountain pass in northern Romania connecting the historical regions of Maramureş and Bukovina over the Rodna Mountains in the Eastern Carpathians. The Prislop Pass is situated at an altitude of 1416 meters. The nearest city is Borşa.,0
Company,Medjerda River, The Mejerda River (Arabic: واد مجردا‎) is a river in North Africa flowing from northeast Algeria through Tunisia before emptying in the Gulf of Tunis and Lake of Tunis. With a length of 450 km it is the longest river of Tunisia. It is also known as the wādi Majardah Wadi Mejerha and Oued Majardah and it was known as Bagrada in ancient times.,0
Company,Bombala River, The Bombala River a perennial river of the Snowy River catchment is located in the Monaro region of New South Wales Australia.,0
Company,Godinești River, The Godinești River is a tributary of the Berheci River in Romania.,0
Company,Lac La Loche (Saskatchewan), Lac La Loche is located in north west Saskatchewan near the Alberta border. The lake is part of the Churchill River system that flows into the Hudson Bay. The La Loche River at the southern end flows into Peter Pond Lake which is connected to Churchill Lake.Settlements on the lake include the villages of La Loche and Clearwater River on the eastern shore and the hamlet of Black Point on the southern shore.,0
Company,Étang d'Aureilhan, Étang d'Aureilhan or Lac d'Aureilhan is a lake at Aureilhan in the Landes department France. At an elevation of 10 m its surface area is 3.4 km².,0
Company,Angel Lake, Angel Lake is a glacial tarn in the northern part of the East Humboldt Range in central Elko County in the northeastern part of the state of Nevada. It is located at approximately 41°01.6′N 115°05.1′W and at an elevation of 8378 feet (2553 m). It has an area of approximately 13 acres (5.2 hectares) and a depth of up to 29 feet (9 m). A 12-mile (19 km) scenic highway State Route 231 climbs from Interstate 80's exit 351 in Wells to the eastern shore of the lake.,0
Company,Fawn River (Michigan), The Fawn River is a 55.4-mile-long (89.2 km) river in southwest Michigan and northeast Indiana in the United States. It flows into the St. Joseph River at 41°50′45″N 85°40′02″W in the city of Constantine Michigan. The headwaters rise in a series of lakes and marshes in northern Steuben County Indiana near Pokagon State Park where it is known as Crooked Creek and Little Fawn River.,0
Company,Lake Kamyslybas, Lake Kamyslybas is a large saltwater lake in the Qyzylorda Province Kazakhstan. It has an area of 176 km² although the water level in the lake often fluctuates. It lies in the northern part of Syr Darya's delta to which it is connected by a canal. Lake Kamyslybas is used as a fishery.,0
Company,Vangsvatnet, Vangsvatnet is a lake in the municipality of Voss in Hordaland county Norway. The lake is used for various water based extreme sports activities like Kite surfing and boat dragged paragliding. The Vosso River flows through both Vangsvatnet and Evangervatnet before it empties into Bolstadfjord by the village of Bolstadøyri. Vangsvatnet is named after the place Vangen - the center and old churchsite of Voss. The last element is the finite form of vatn meaning lake.,0
Company,Punta de l'Aigua, Punta de l'Aigua is a mountain of Catalonia Spain. It has an elevation of 1091 metres above sea level.,0
Company,Loch Na Keal, Loch Na Keal (Scottish Gaelic: Loch Na Caol) meaning Loch of the Kyle or Narrows also Loch of the Cliffs is the principle sea loch on the western or Atlantic coastline of the island of Mull in the Inner Hebrides Argyll and Bute Scotland. Loch na Keal is a large loch which extends far inland almost bisecting Mull and extending within 3 miles of the eastern shore.,0
Company,West Branch Moose River (Maine), The West Branch Moose River is a short tributary of the South Branch Moose River in Franklin County Maine. Its source (45°25′58″N 70°37′46″W) is on Caribou Mountain in Merrill Strip (Maine Township 2 Range 7 WBKP) about 2000 feet (600 m) from the Canada – United States border which runs along the height of land between the watersheds of the Kennebec River in Maine and the Chaudière River in Quebec.,0
Company,Sâmnic River, The Sâmnic River or Glod River or Sâminic River is a tributary of the Olt River in Romania.,0
Company,Foel Grach, Foel Grach is a mountain in the Carneddau range is the eighth highest summit in Snowdonia as well as Wales and therefore included the Welsh 3000s. It is located on a broad ridge extending northwards from Carnedd Llewelyn to Garnedd Uchaf and Foel-fras. An emergency refuge has been built beneath the summit. Compared to the surrounding mountains much deeper snow takes place due to its rather broad summit and high grassy slopes.,0
Company,Ybbstal Alps, The Ybbstal Alps (German: Ybbstaler Alpen) are a mountain range in the Northern Limestone Alps and therefore belong to the Eastern Alps. They occupy an area along the borders of Upper Austria Lower Austria and Styria. The range includes the eastern part of the Eisenwurzen as well as the Göstling Alps and the Kräuterin in the south. The Göstling Alps are home to the popular skiing area at Hochkar (1880 meters). Their highest peak is the Hochstadl at 1919 meters above sea level.,0
Company,Jenness Pond, Jenness Pond is a 267-acre (1.08 km2) water body located primarily in Rockingham County in southern New Hampshire United States in the town of Northwood. A small portion of the pond at its northwest end lies in Pittsfield in Merrimack County. The pond's outlet Jenness Brook (called Narrows Brook farther downstream) is a feeder of Northwood Lake part of the Suncook River / Merrimack River / Gulf of Maine watershed.,0
Company,Mark Yeo, The Mark Yeo is a short river in Somerset England. It starts near Mark on the Somerset Levels and flows north for about 6 kilometres (4 mi) under the M5 motorway to join the River Axe near Loxton. It provided a link between the Axe and the River Brue and may have been canalised in the 13th and 14th centuries.The river flows under the A38 road at Rooks Bridge.,0
Company,Bulgoksan (Yangju), Bulgoksan is a mountain in Gyeonggi-do South Korea. It is in the city of Yangju. Bulgoksan has an elevation of 468.7 m (1538 ft).,0
Company,Dorna River (Bistrița), The Dorna River is a tributary of the Bistriţa River in Romania,0
Company,Valchid River, The Valchid River is a tributary of the Târnava Mare River in Romania.,0
Company,Anauá River, The Anauá River is a river of Roraima state in northern Brazil.,0
Company,Little Luckiamute River, The Little Luckiamute River is a stream in Polk County in the U.S. state of Oregon. It rises in the Central Oregon Coast Range near Fanno Peak and joins the Luckiamute River about 4 miles (6 km) upstream of the Sarah Helmick State Recreation Site southwest of Monmouth.Flowing generally east from its source near Fanno Peak the river parallels Fanno Ridge which is to the right. Lost Creek enters from the left at a rapids and Camp Creek enters from the left 20.6 miles (33.2 km) from the mouth.,0
Company,Manuripi River, The Manuripi River (in Peru: Manuripe) is a river in Bolivia and Peru.,0
Company,Racova River (Suceava), The Racova River is a tributary of the Suceava River in Romania.,0
Company,Galbenu River (Latorița), The Galbenu River is a tributary of the Latoriţa River in Romania.,0
Company,Bulac River, The Bulac River is a tributary of the Luncani River in Romania.,0
Company,Kispiox Mountain, Kispiox Mountain is the highest mountain in the Kispiox Range of the Hazelton Mountains in northern British Columbia Canada located northwest of the junction of Kispiox River and Skeena River. It has a prominence of 1561 m (5121 ft) created by the Kispiox-Nass Pass thus making it one of Canada's many ultra-prominent peaks.,0
Company,Mongun-Taiga, Mongun-Taiga also known as Mungun-Taiga (Tuvan: Мөңгүн-Тайга - Silver Mountain) is a massif in Mongun-Taiga kozhuun Russia. The Russian part of the Altay Mountains is considered part of Western Siberia but Mongun-Taiga in 1932 was transferred (along with the north of Uvs Nuur Basin) from the Mongolian People's Republic of Tuva and in 1944 became part of Eastern Siberia.,0
Company,Oscar Range, The Oscar Range is a small low mountain range in the Kimberly region of Western Australia. It is approximately 40 km long and 6–8 km wide. The range sits on the edge of the Lennard Shelf. It consists of precambrian metamorphic quartzites and shales folded to produce a trellis type drainage system. Lower hills surrounding the range are made up of carbonates.The range is known for the fossil reefs that surround its peaks.,0
Company,Donne River, The Donne River is a river in the Southland Region of New Zealand. It arises in the Darran Mountains and flows south-west to join the Cleddau River. State Highway 94 crosses the Donne just before it reaches the Cleddau. The river was named by W. G. Grave in 1907 after Thomas Edward Donne the General Manager of the Tourism Department.,0
Company,Visa River, The Visa River is a tributary of the Râul Rece in Romania.,0
Company,Vulpășești River, The Vulpășești River is a tributary of the Siret River in Romania.,0
Company,Ristfeuchthorn, Ristfeuchthorn is a mountain of Bavaria Germany.It is a very well-developed summit which is accessible from different sides. Nearby is the white Schneizlreuth gorge. In the spring after the snow melt are many waterfalls.,0
Company,Wholdaia Lake, Wholdaia Lake is a lake in the Northwest Territories Canada. It is drained northward by the Dubawnt River.,0
Company,Horoghiuca River, The Horoghiuca River is a tributary of the Miletin River in Romania.,0
Company,Mayo Lake (Yukon), Mayo Lake is a lake of Yukon Canada.,0
Company,Taylorsville Lake, Taylorsville Lake is a 3050-acre (1230 ha) artificial lake or reservoir located mainly in Spencer County Kentucky. Construction by the United States Army Corps of Engineers started in 1974 and flooding began in 1983. The total cost of the lake was $103 million. It is about 18.5 miles (29.8 km) long. Backwater areas of the lake are also located in Nelson County and Anderson County.,0
Company,Currock Hill, Currock Hill is a hill in Tyne and Wear England which at 259 m (850 ft) is the highest in the county and in the metropolitan borough of Gateshead.The name ‘currock’ comes from the Celtic word for a cairn or a stack of stones a development of the word for a rock carroc and is still widely used in the North East.,0
Company,Lake Placid (Texas), Lake Placid is a reservoir on the Guadalupe River one half mile (1 km) southwest of the town of Seguin in Guadalupe County Texas. The reservoir was formed in 1928 by the construction of a dam on the river. Management of the dam and lake was assumed by the Guadalupe-Blanco River Authority on May 1 1963. Lake Placid is a venue for outdoor recreation including fishing boating and swimming.,0
Company,Tukumach'ay, Tukumach'ay (Quechua tuku owl t'uqu a niche in the wall mach'ay a cave / a niche in the wall hispanicized spelling Tucumachay) is a mountain in the Paryaqaqa or Waruchiri mountain range in the Andes of Peru about 5350 metres (17552 ft) high. It is situated in the Junín Region Jauja Province Canchayllo District. Tukumach'ay lies north-east of the Paryaqaqa between the mountain Tunshu in the northwest and the lake Qarwaqucha in the southeast.,0
Company,Viiksinselkä, Viiksinselkä is a medium-sized lake in the Vuoksi main catchment area. It is located partly in the region of Northern Karelia in Finland and partly in Loimola municipality in Russia.,0
Company,Singu Chuli, Singu Chuli (also known as Fluted Peak) is one of the trekking peaks in the Nepali Himalaya range. The peak is located just west of Ganggapurna in the Annapurna Himal. A climbing permit from the NMA costs $350 USD for a team of up to four members. The peak requires ice climbing equipment.,0
Company,Lake Macatawa, Lake Macatawa also known as Lake Macatoilet is a lake in Ottawa County in the U.S. state of Michigan.,0
Company,Wandse, Wandse is a river of Hamburg Germany. The Wandse rises west of the village of Siek in Kreis Stormarn in Schleswig-Holstein and ends in the center of Hamburg in the Alster. Along the banks of the Wandse there were many water mills. The river passes through the settlements of Siek Braak Stapelfeld and Hamburg itself.,0
Company,Monte Gordo Cape Verde, Monte Gordo is a mountain on the island of São Nicolau Cape Verde. At 1312 m elevation ot is the island's highest point. It is situated in the western part of the island 6 km west of the island capital Ribeira Brava. The mountain is of volcanic origin. The boundary of the municipalities Tarrafal de São Nicolau and Ribeira Brava runs over the mountain. It is part of a natural park which has been created to protect the typical humid mountain ecosystem.,0
Company,Pigeon River (Mississippi River), The Pigeon River (Mississippi River) is a river of Minnesota.,0
Company,Strâmbele River, The Strâmbele River is a tributary of the Chițiu River in Romania.,0
Company,Râul Stânei Mari, The Râul Stânei Mari is a tributary of the Leuca River in Romania.,0
Company,Shining Tor, Shining Tor is a hill in the Peak District of England between the towns of Buxton and Macclesfield lying on the border between Derbyshire and Cheshire. Its summit is the highest point in Cheshire (there is another Shining Tor above Dovedale in Derbyshire at grid reference SK145545). The word tor means a high rock and is a loan word from Old Brythonic.,0
Company,Vogelthal-Bach, Vogelthal-Bach is a river of Hesse Germany.,0
Company,Obruchev (crater), Obruchev is a disintegrating lunar crater that lies along the southern shore of Mare Ingenii on the far side of the Moon. Less than three crater diameters to the south of Obruchev is the crater Chrétien and about the same distance to the southeast lies Oresme.The outer rim of this crater has been heavily damaged and now forms an irregular rugged ring about the interior.,0
Company,Mount Moulton, Mount Moulton is a broad ice-covered shield volcano standing 16 km (10 mi) E of Mount Berlin in the Flood Range Marie Byrd Land Antarctica.Discovered on aerial flights by the United States Antarctic Service in 1940 and named for Richard S. Moulton chief dog driver at West Base and a member of the survey party which sledged to the western end of the Flood Range in December 1940.,0
Company,Ocosito River, The río Ocosito is a river in Guatemala. The river's sources are located in the Sierra Madre mountain range in Quetzaltenango. It flows southwards to Retalhuleu and then west to the Pacific Ocean. The river's length is 107 km. The Ocosito river basin covers an area of 2035 km³.,0
Company,Tunsu River, The Tunsu River or Pârâul Tunsului is a tributary of the Porumbacu River in Romania.,0
Company,Maple Lake (Nova Scotia), Maple Lake (Nova Scotia) is a lake of Halifax Regional Municipality Nova Scotia Canada.,0
Company,Droitwich Canal, The Droitwich Canal is a synthesis of two canals in Worcestershire England; the Droitwich Barge Canal and the Droitwich Junction Canal. The Barge Canal is a broad canal which opened in 1771 linking Droitwich Spa to the River Severn at Hawford Mill Claines. The Droitwich Junction Canal is a narrow canal opened in 1854 which linked Droitwich to the Worcester and Birmingham Canal. Both were built to carry salt and were abandoned in 1939.,0
Company,Karlinbach, The Karlinbach (Italian: Rio Carlino) is a stream in South Tyrol Italy that it is sourced from the Weißkugel mountain in the Ötztal Alps mountain range. It flows in the Lake Reschen near the village of Graun im Vinschgau.,0
Company,Sowy River, The Sowy River is an artificial drainage channel in Somerset England.It is a 7.5-mile (12.1 km) embanked channel which starts at Monks Leaze clyce below Langport and carries excess water from the River Parrett to the King's Sedgemoor Drain from where it flows to the estuary by gravity rejoining the Parrett near Dunball wharf.,0
Company,Albula (river), Albula is a river of Switzerland a tributary of Hinterrhein (near Thusis). Length: 36 km (22.37 mi) Basin: 950 km² (590 mi²).Template:Portal:Switzerland/Stub,0
Company,Boot Heel volcanic field, The Boot Heel volcanic field is located in the Bootheel region of southwest New Mexico adjacent areas of southeastern Arizona and northwest Mexico. The field covers an area of more than 24000 km2. The field includes nine volcanic calderas ranging in age from 26.9 to 35.3 Ma. Extrusive products include rhyolitic ignimbrites along with basalt andesite and rhyolite lava flows.,0
